GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG,video,desc,player_name
0012500070,4,10,0,1,7:11 PM,12:00,Jump Ball Bona vs. Carter Jr.: Tip to Bane,,,,,4,1641737,Adem Bona,1610612755.0,Philadelphia,76ers,PHI,5,1628976,Wendell Carter Jr.,1610612753.0,Orlando,Magic,ORL,5,1630217,Desmond Bane,1610612753.0,Orlando,Magic,ORL,1,https://videos.nba.com/nba/pbp/media/2025/10/10/0012500070/4/07e8fa1b-aedb-635c-9f8a-2c84be3e3be4_1280x720.mp4,Jump Ball Bona vs. Carter Jr.: Tip to Bane,wendell carter jr.
0012500070,21,1,79,1,7:13 PM,10:18,,,Carter Jr. 15' Pullup Jump Shot (2 PTS) (Banchero 1 AST),4 - 3,-1,5,1628976,Wendell Carter Jr.,1610612753.0,Orlando,Magic,ORL,5,1631094,Paolo Banchero,1610612753.0,Orlando,Magic,ORL,0,0,,,,,,1,https://videos.nba.com/nba/pbp/media/2025/10/10/0012500070/21/b3fbd89a-c809-1804-76c6-6e6d38bfaf5a_1280x720.mp4,Carter Jr. 15' Pullup Jump Shot (2 PTS) (Banchero 1 AST),wendell carter jr.
0012500070,23,6,2,1,7:13 PM,10:18,Bona S.FOUL (P2.T2) (C.Kirkland),,,,,4,1641737,Adem Bona,1610612755.0,Philadelphia,76ers,PHI,5,1628976,Wendell Carter Jr.,1610612753.0,Orlando,Magic,ORL,1,0,,,,,,1,https://videos.nba.com/nba/pbp/media/2025/10/10/0012500070/23/5b33b402-e186-5762-fe87-23bd461eb093_1280x720.mp4,Bona S.FOUL (P2.T2) (C.Kirkland),wendell carter jr.
0012500070,25,3,10,1,7:14 PM,10:18,,,Carter Jr. Free Throw 1 of 1 (3 PTS),5 - 3,-2,5,1628976,Wendell Carter Jr.,1610612753.0,Orlando,Magic,ORL,0,0,,,,,,0,0,,,,,,1,https://videos.nba.com/nba/pbp/media/2025/10/10/0012500070/25/a475b19e-d18c-05e9-bb4d-d46d9bd52800_1280x720.mp4,Carter Jr. Free Throw 1 of 1 (3 PTS),wendell carter jr.
0012500070,34,6,4,1,7:15 PM,9:20,Oubre Jr. OFF.Foul (P1) (G.Catanzariti),,,,,4,1626162,Kelly Oubre Jr.,1610612755.0,Philadelphia,76ers,PHI,5,1628976,Wendell Carter Jr.,1610612753.0,Orlando,Magic,ORL,1,0,,,,,,1,https://videos.nba.com/nba/pbp/media/2025/10/10/0012500070/34/e619a274-d19d-ee82-19e9-9b1f15830a10_1280x720.mp4,Oubre Jr. OFF.Foul (P1) (G.Catanzariti),wendell carter jr.
0012500070,50,4,0,1,7:17 PM,8:12,,,Carter Jr. REBOUND (Off:1 Def:0),,,5,1628976,Wendell Carter Jr.,1610612753.0,Orlando,Magic,ORL,0,0,,,,,,0,0,,,,,,1,https://videos.nba.com/nba/pbp/media/2025/10/10/0012500070/50/4f0fd372-0345-769d-72fa-c047136299e8_1280x720.mp4,Carter Jr. REBOUND (Off:1 Def:0),wendell carter jr.
0012500070,51,2,98,1,7:17 PM,8:10,Oubre Jr. BLOCK (1 BLK),,MISS Carter Jr. 4' Cutting Layup Shot,,,5,1628976,Wendell Carter Jr.,1610612753.0,Orlando,Magic,ORL,0,0,,,,,,4,1626162,Kelly Oubre Jr.,1610612755.0,Philadelphia,76ers,PHI,1,https://videos.nba.com/nba/pbp/media/2025/10/10/0012500070/51/44372e49-5f16-da96-64d5-6f84bc982bf0_1280x720.mp4,MISS Carter Jr. 4' Cutting Layup Shot Oubre Jr. BLOCK (1 BLK),wendell carter jr.
0012500070,71,6,2,1,7:22 PM,7:01,Barlow S.FOUL (P1.T3) (G.Catanzariti),,,,,4,1631230,Dominick Barlow,1610612755.0,Philadelphia,76ers,PHI,5,1628976,Wendell Carter Jr.,1610612753.0,Orlando,Magic,ORL,1,0,,,,,,1,https://videos.nba.com/nba/pbp/media/2025/10/10/0012500070/71/7e6936d9-b8c7-6cc4-a81e-20f09a54d1d9_1280x720.mp4,Barlow S.FOUL (P1.T3) (G.Catanzariti),wendell carter jr.
0012500070,73,3,11,1,7:22 PM,7:01,,,Carter Jr. Free Throw 1 of 2 (4 PTS),8 - 13,5,5,1628976,Wendell Carter Jr.,1610612753.0,Orlando,Magic,ORL,0,0,,,,,,0,0,,,,,,1,https://videos.nba.com/nba/pbp/media/2025/10/10/0012500070/73/64898419-05ee-2e93-e195-de9239c71a60_1280x720.mp4,Carter Jr. Free Throw 1 of 2 (4 PTS),wendell carter jr.
0012500070,80,3,12,1,7:23 PM,7:01,,,Carter Jr. Free Throw 2 of 2 (5 PTS),9 - 13,4,5,1628976,Wendell Carter Jr.,1610612753.0,Orlando,Magic,ORL,0,0,,,,,,0,0,,,,,,1,https://videos.nba.com/nba/pbp/media/2025/10/10/0012500070/80/42693bb1-c2ef-18f6-560a-510c818e1a4f_1280x720.mp4,Carter Jr. Free Throw 2 of 2 (5 PTS),wendell carter jr.
